"id","province/state","country/region","reportdate","nofcases"
"1","","Afghanistan","2020/02/01","0"
"2","","Afghanistan","2020/02/02","0"
"3","","Afghanistan","2020/02/03","0"
"4","","Afghanistan","2020/02/04","0"
"5","","Afghanistan","2020/02/05","0"
"6","","Afghanistan","2020/02/06","0"
"7","","Afghanistan","2020/02/07","0"
"8","","Afghanistan","2020/02/08","0"
"9","","Afghanistan","2020/02/09","0"
"10","","Afghanistan","2020/03/01","1"
"11","","Afghanistan","2020/03/02","1"
"12","","Afghanistan","2020/03/03","1"
"13","","Afghanistan","2020/03/04","1"
"14","","Afghanistan","2020/03/05","1"
"15","","Afghanistan","2020/03/06","1"
"16","","Afghanistan","2020/03/07","1"
"17","","Afghanistan","2020/03/08","4"
"18","","Afghanistan","2020/03/09","4"
"19","","Afghanistan","2020/04/01","237"
"20","","Afghanistan","2020/04/02","273"
"21","","Afghanistan","2020/04/03","281"
"22","","Afghanistan","2020/04/04","299"
"23","","Afghanistan","2020/04/05","349"
"24","","Afghanistan","2020/04/06","367"
"25","","Afghanistan","2020/04/07","423"
"26","","Afghanistan","2020/04/08","444"
"27","","Afghanistan","2020/04/09","484"
"28","","Afghanistan","2020/01/22","0"
"29","","Afghanistan","2020/01/23","0"
"30","","Afghanistan","2020/01/24","0"
"31","","Afghanistan","2020/01/25","0"
"32","","Afghanistan","2020/01/26","0"
"33","","Afghanistan","2020/01/27","0"
"34","","Afghanistan","2020/01/28","0"
"35","","Afghanistan","2020/01/29","0"
"36","","Afghanistan","2020/01/30","0"
"37","","Afghanistan","2020/01/31","0"
"38","","Afghanistan","2020/02/10","0"
"39","","Afghanistan","2020/02/11","0"
"40","","Afghanistan","2020/02/12","0"
"41","","Afghanistan","2020/02/13","0"
"42","","Afghanistan","2020/02/14","0"
"43","","Afghanistan","2020/02/15","0"
"44","","Afghanistan","2020/02/16","0"
"45","","Afghanistan","2020/02/17","0"
"46","","Afghanistan","2020/02/18","0"
"47","","Afghanistan","2020/02/19","0"
"48","","Afghanistan","2020/02/20","0"
"49","","Afghanistan","2020/02/21","0"
"50","","Afghanistan","2020/02/22","0"
"51","","Afghanistan","2020/02/23","0"
"52","","Afghanistan","2020/02/24","1"
"53","","Afghanistan","2020/02/25","1"
"54","","Afghanistan","2020/02/26","1"
"55","","Afghanistan","2020/02/27","1"
"56","","Afghanistan","2020/02/28","1"
"57","","Afghanistan","2020/02/29","1"
"58","","Afghanistan","2020/03/10","5"
"59","","Afghanistan","2020/03/11","7"
"60","","Afghanistan","2020/03/12","7"
"61","","Afghanistan","2020/03/13","7"
"62","","Afghanistan","2020/03/14","11"
"63","","Afghanistan","2020/03/15","16"
"64","","Afghanistan","2020/03/16","21"
"65","","Afghanistan","2020/03/17","22"
"66","","Afghanistan","2020/03/18","22"
"67","","Afghanistan","2020/03/19","22"
"68","","Afghanistan","2020/03/20","24"
"69","","Afghanistan","2020/03/21","24"
"70","","Afghanistan","2020/03/22","40"
"71","","Afghanistan","2020/03/23","40"
"72","","Afghanistan","2020/03/24","74"
"73","","Afghanistan","2020/03/25","84"
"74","","Afghanistan","2020/03/26","94"
"75","","Afghanistan","2020/03/27","110"
"76","","Afghanistan","2020/03/28","110"
"77","","Afghanistan","2020/03/29","120"
"78","","Afghanistan","2020/03/30","170"
"79","","Afghanistan","2020/03/31","174"
"80","","Afghanistan","2020/04/10","521"
"81","","Afghanistan","2020/04/11","555"
"82","","Afghanistan","2020/04/12","607"
"83","","Afghanistan","2020/04/13","665"
"84","","Afghanistan","2020/04/14","714"
"85","","Afghanistan","2020/04/15","784"
"86","","Albania","2020/02/01","0"
"87","","Albania","2020/02/02","0"
"88","","Albania","2020/02/03","0"
"89","","Albania","2020/02/04","0"
"90","","Albania","2020/02/05","0"
"91","","Albania","2020/02/06","0"
"92","","Albania","2020/02/07","0"
"93","","Albania","2020/02/08","0"
"94","","Albania","2020/02/09","0"
"95","","Albania","2020/03/01","0"
"96","","Albania","2020/03/02","0"
"97","","Albania","2020/03/03","0"
"98","","Albania","2020/03/04","0"
"99","","Albania","2020/03/05","0"
"100","","Albania","2020/03/06","0"
"101","","Albania","2020/03/07","0"
"102","","Albania","2020/03/08","0"
"103","","Albania","2020/03/09","2"
"104","","Albania","2020/04/01","259"
"105","","Albania","2020/04/02","277"
"106","","Albania","2020/04/03","304"
"107","","Albania","2020/04/04","333"
"108","","Albania","2020/04/05","361"
"109","","Albania","2020/04/06","377"
"110","","Albania","2020/04/07","383"
"111","","Albania","2020/04/08","400"
"112","","Albania","2020/04/09","409"
"113","","Albania","2020/01/22","0"
"114","","Albania","2020/01/23","0"
"115","","Albania","2020/01/24","0"
"116","","Albania","2020/01/25","0"
"117","","Albania","2020/01/26","0"
"118","","Albania","2020/01/27","0"
"119","","Albania","2020/01/28","0"
"120","","Albania","2020/01/29","0"
"121","","Albania","2020/01/30","0"
"122","","Albania","2020/01/31","0"
"123","","Albania","2020/02/10","0"
"124","","Albania","2020/02/11","0"
"125","","Albania","2020/02/12","0"
"126","","Albania","2020/02/13","0"
"127","","Albania","2020/02/14","0"
"128","","Albania","2020/02/15","0"
"129","","Albania","2020/02/16","0"
"130","","Albania","2020/02/17","0"
"131","","Albania","2020/02/18","0"
"132","","Albania","2020/02/19","0"
"133","","Albania","2020/02/20","0"
"134","","Albania","2020/02/21","0"
"135","","Albania","2020/02/22","0"
"136","","Albania","2020/02/23","0"
"137","","Albania","2020/02/24","0"
"138","","Albania","2020/02/25","0"
"139","","Albania","2020/02/26","0"
"140","","Albania","2020/02/27","0"
"141","","Albania","2020/02/28","0"
"142","","Albania","2020/02/29","0"
"143","","Albania","2020/03/10","10"
"144","","Albania","2020/03/11","12"
"145","","Albania","2020/03/12","23"
"146","","Albania","2020/03/13","33"
"147","","Albania","2020/03/14","38"
"148","","Albania","2020/03/15","42"
"149","","Albania","2020/03/16","51"
"150","","Albania","2020/03/17","55"
"151","","Albania","2020/03/18","59"
"152","","Albania","2020/03/19","64"
"153","","Albania","2020/03/20","70"
"154","","Albania","2020/03/21","76"
"155","","Albania","2020/03/22","89"
"156","","Albania","2020/03/23","104"
"157","","Albania","2020/03/24","123"
"158","","Albania","2020/03/25","146"
"159","","Albania","2020/03/26","174"
"160","","Albania","2020/03/27","186"
"161","","Albania","2020/03/28","197"
"162","","Albania","2020/03/29","212"
"163","","Albania","2020/03/30","223"
"164","","Albania","2020/03/31","243"
"165","","Albania","2020/04/10","416"
"166","","Albania","2020/04/11","433"
"167","","Albania","2020/04/12","446"
"168","","Albania","2020/04/13","467"
"169","","Albania","2020/04/14","475"
"170","","Albania","2020/04/15","494"
"171","","Algeria","2020/02/01","0"
"172","","Algeria","2020/02/02","0"
"173","","Algeria","2020/02/03","0"
"174","","Algeria","2020/02/04","0"
"175","","Algeria","2020/02/05","0"
"176","","Algeria","2020/02/06","0"
"177","","Algeria","2020/02/07","0"
"178","","Algeria","2020/02/08","0"
"179","","Algeria","2020/02/09","0"
"180","","Algeria","2020/03/01","1"
"181","","Algeria","2020/03/02","3"
"182","","Algeria","2020/03/03","5"
"183","","Algeria","2020/03/04","12"
"184","","Algeria","2020/03/05","12"
"185","","Algeria","2020/03/06","17"
"186","","Algeria","2020/03/07","17"
"187","","Algeria","2020/03/08","19"
"188","","Algeria","2020/03/09","20"
"189","","Algeria","2020/04/01","847"
"190","","Algeria","2020/04/02","986"
"191","","Algeria","2020/04/03","1171"
"192","","Algeria","2020/04/04","1251"
"193","","Algeria","2020/04/05","1320"
"194","","Algeria","2020/04/06","1423"
"195","","Algeria","2020/04/07","1468"
"196","","Algeria","2020/04/08","1572"
"197","","Algeria","2020/04/09","1666"
"198","","Algeria","2020/01/22","0"
"199","","Algeria","2020/01/23","0"
"200","","Algeria","2020/01/24","0"
"201","","Algeria","2020/01/25","0"
"202","","Algeria","2020/01/26","0"
"203","","Algeria","2020/01/27","0"
"204","","Algeria","2020/01/28","0"
"205","","Algeria","2020/01/29","0"
"206","","Algeria","2020/01/30","0"
"207","","Algeria","2020/01/31","0"
"208","","Algeria","2020/02/10","0"
"209","","Algeria","2020/02/11","0"
"210","","Algeria","2020/02/12","0"
"211","","Algeria","2020/02/13","0"
"212","","Algeria","2020/02/14","0"
"213","","Algeria","2020/02/15","0"
"214","","Algeria","2020/02/16","0"
"215","","Algeria","2020/02/17","0"
"216","","Algeria","2020/02/18","0"
"217","","Algeria","2020/02/19","0"
"218","","Algeria","2020/02/20","0"
"219","","Algeria","2020/02/21","0"
"220","","Algeria","2020/02/22","0"
"221","","Algeria","2020/02/23","0"
"222","","Algeria","2020/02/24","0"
"223","","Algeria","2020/02/25","1"
"224","","Algeria","2020/02/26","1"
"225","","Algeria","2020/02/27","1"
"226","","Algeria","2020/02/28","1"
"227","","Algeria","2020/02/29","1"
"228","","Algeria","2020/03/10","20"
"229","","Algeria","2020/03/11","20"
"230","","Algeria","2020/03/12","24"
"231","","Algeria","2020/03/13","26"
"232","","Algeria","2020/03/14","37"
"233","","Algeria","2020/03/15","48"
"234","","Algeria","2020/03/16","54"
"235","","Algeria","2020/03/17","60"
"236","","Algeria","2020/03/18","74"
"237","","Algeria","2020/03/19","87"
"238","","Algeria","2020/03/20","90"
"239","","Algeria","2020/03/21","139"
"240","","Algeria","2020/03/22","201"
"241","","Algeria","2020/03/23","230"
"242","","Algeria","2020/03/24","264"
"243","","Algeria","2020/03/25","302"
"244","","Algeria","2020/03/26","367"
"245","","Algeria","2020/03/27","409"
"246","","Algeria","2020/03/28","454"
"247","","Algeria","2020/03/29","511"
"248","","Algeria","2020/03/30","584"
"249","","Algeria","2020/03/31","716"
"250","","Algeria","2020/04/10","1761"
"251","","Algeria","2020/04/11","1825"
"252","","Algeria","2020/04/12","1914"
"253","","Algeria","2020/04/13","1983"
"254","","Algeria","2020/04/14","2070"
"255","","Algeria","2020/04/15","2160"
"256","","Andorra","2020/02/01","0"
"257","","Andorra","2020/02/02","0"
"258","","Andorra","2020/02/03","0"
"259","","Andorra","2020/02/04","0"
"260","","Andorra","2020/02/05","0"
"261","","Andorra","2020/02/06","0"
"262","","Andorra","2020/02/07","0"
"263","","Andorra","2020/02/08","0"
"264","","Andorra","2020/02/09","0"
"265","","Andorra","2020/03/01","0"
"266","","Andorra","2020/03/02","1"
"267","","Andorra","2020/03/03","1"
"268","","Andorra","2020/03/04","1"
"269","","Andorra","2020/03/05","1"
"270","","Andorra","2020/03/06","1"
"271","","Andorra","2020/03/07","1"
"272","","Andorra","2020/03/08","1"
"273","","Andorra","2020/03/09","1"
"274","","Andorra","2020/04/01","390"
"275","","Andorra","2020/04/02","428"
"276","","Andorra","2020/04/03","439"
"277","","Andorra","2020/04/04","466"
"278","","Andorra","2020/04/05","501"
"279","","Andorra","2020/04/06","525"
"280","","Andorra","2020/04/07","545"
"281","","Andorra","2020/04/08","564"
"282","","Andorra","2020/04/09","583"
"283","","Andorra","2020/01/22","0"
"284","","Andorra","2020/01/23","0"
"285","","Andorra","2020/01/24","0"
"286","","Andorra","2020/01/25","0"
"287","","Andorra","2020/01/26","0"
"288","","Andorra","2020/01/27","0"
"289","","Andorra","2020/01/28","0"
"290","","Andorra","2020/01/29","0"
"291","","Andorra","2020/01/30","0"
"292","","Andorra","2020/01/31","0"
"293","","Andorra","2020/02/10","0"
"294","","Andorra","2020/02/11","0"
"295","","Andorra","2020/02/12","0"
"296","","Andorra","2020/02/13","0"
"297","","Andorra","2020/02/14","0"
"298","","Andorra","2020/02/15","0"
"299","","Andorra","2020/02/16","0"
"300","","Andorra","2020/02/17","0"
"301","","Andorra","2020/02/18","0"
"302","","Andorra","2020/02/19","0"
"303","","Andorra","2020/02/20","0"
"304","","Andorra","2020/02/21","0"
"305","","Andorra","2020/02/22","0"
"306","","Andorra","2020/02/23","0"
"307","","Andorra","2020/02/24","0"
"308","","Andorra","2020/02/25","0"
"309","","Andorra","2020/02/26","0"
"310","","Andorra","2020/02/27","0"
"311","","Andorra","2020/02/28","0"
"312","","Andorra","2020/02/29","0"
"313","","Andorra","2020/03/10","1"
"314","","Andorra","2020/03/11","1"
"315","","Andorra","2020/03/12","1"
"316","","Andorra","2020/03/13","1"
"317","","Andorra","2020/03/14","1"
"318","","Andorra","2020/03/15","1"
"319","","Andorra","2020/03/16","2"
"320","","Andorra","2020/03/17","39"
"321","","Andorra","2020/03/18","39"
"322","","Andorra","2020/03/19","53"
"323","","Andorra","2020/03/20","75"
"324","","Andorra","2020/03/21","88"
"325","","Andorra","2020/03/22","113"
"326","","Andorra","2020/03/23","133"
"327","","Andorra","2020/03/24","164"
"328","","Andorra","2020/03/25","188"
"329","","Andorra","2020/03/26","224"
"330","","Andorra","2020/03/27","267"
"331","","Andorra","2020/03/28","308"
"332","","Andorra","2020/03/29","334"
"333","","Andorra","2020/03/30","370"
"334","","Andorra","2020/03/31","376"
"335","","Andorra","2020/04/10","601"
"336","","Andorra","2020/04/11","601"
"337","","Andorra","2020/04/12","638"
"338","","Andorra","2020/04/13","646"
"339","","Andorra","2020/04/14","659"
"340","","Andorra","2020/04/15","673"
"341","","Angola","2020/02/01","0"
"342","","Angola","2020/02/02","0"
"343","","Angola","2020/02/03","0"
"344","","Angola","2020/02/04","0"
"345","","Angola","2020/02/05","0"
"346","","Angola","2020/02/06","0"
"347","","Angola","2020/02/07","0"
"348","","Angola","2020/02/08","0"
"349","","Angola","2020/02/09","0"
"350","","Angola","2020/03/01","0"
"351","","Angola","2020/03/02","0"
"352","","Angola","2020/03/03","0"
"353","","Angola","2020/03/04","0"
"354","","Angola","2020/03/05","0"
"355","","Angola","2020/03/06","0"
"356","","Angola","2020/03/07","0"
"357","","Angola","2020/03/08","0"
"358","","Angola","2020/03/09","0"
"359","","Angola","2020/04/01","8"
"360","","Angola","2020/04/02","8"
"361","","Angola","2020/04/03","8"
"362","","Angola","2020/04/04","10"
"363","","Angola","2020/04/05","14"
"364","","Angola","2020/04/06","16"
"365","","Angola","2020/04/07","17"
"366","","Angola","2020/04/08","19"
"367","","Angola","2020/04/09","19"
"368","","Angola","2020/01/22","0"
"369","","Angola","2020/01/23","0"
"370","","Angola","2020/01/24","0"
"371","","Angola","2020/01/25","0"
"372","","Angola","2020/01/26","0"
"373","","Angola","2020/01/27","0"
"374","","Angola","2020/01/28","0"
"375","","Angola","2020/01/29","0"
"376","","Angola","2020/01/30","0"
"377","","Angola","2020/01/31","0"
"378","","Angola","2020/02/10","0"
"379","","Angola","2020/02/11","0"
"380","","Angola","2020/02/12","0"
"381","","Angola","2020/02/13","0"
"382","","Angola","2020/02/14","0"
"383","","Angola","2020/02/15","0"
"384","","Angola","2020/02/16","0"
"385","","Angola","2020/02/17","0"
"386","","Angola","2020/02/18","0"
"387","","Angola","2020/02/19","0"
"388","","Angola","2020/02/20","0"
"389","","Angola","2020/02/21","0"
"390","","Angola","2020/02/22","0"
"391","","Angola","2020/02/23","0"
"392","","Angola","2020/02/24","0"
"393","","Angola","2020/02/25","0"
"394","","Angola","2020/02/26","0"
"395","","Angola","2020/02/27","0"
"396","","Angola","2020/02/28","0"
"397","","Angola","2020/02/29","0"
"398","","Angola","2020/03/10","0"
"399","","Angola","2020/03/11","0"
"400","","Angola","2020/03/12","0"
"401","","Angola","2020/03/13","0"
"402","","Angola","2020/03/14","0"
"403","","Angola","2020/03/15","0"
"404","","Angola","2020/03/16","0"
"405","","Angola","2020/03/17","0"
"406","","Angola","2020/03/18","0"
"407","","Angola","2020/03/19","0"
"408","","Angola","2020/03/20","1"
"409","","Angola","2020/03/21","2"
"410","","Angola","2020/03/22","2"
"411","","Angola","2020/03/23","3"
"412","","Angola","2020/03/24","3"
"413","","Angola","2020/03/25","3"
"414","","Angola","2020/03/26","4"
"415","","Angola","2020/03/27","4"
"416","","Angola","2020/03/28","5"
"417","","Angola","2020/03/29","7"
"418","","Angola","2020/03/30","7"
"419","","Angola","2020/03/31","7"
"420","","Angola","2020/04/10","19"
"421","","Angola","2020/04/11","19"
"422","","Angola","2020/04/12","19"
"423","","Angola","2020/04/13","19"
"424","","Angola","2020/04/14","19"
"425","","Angola","2020/04/15","19"
"426","","Antigua and Barbuda","2020/02/01","0"
"427","","Antigua and Barbuda","2020/02/02","0"
"428","","Antigua and Barbuda","2020/02/03","0"
"429","","Antigua and Barbuda","2020/02/04","0"
"430","","Antigua and Barbuda","2020/02/05","0"
"431","","Antigua and Barbuda","2020/02/06","0"
"432","","Antigua and Barbuda","2020/02/07","0"
"433","","Antigua and Barbuda","2020/02/08","0"
"434","","Antigua and Barbuda","2020/02/09","0"
"435","","Antigua and Barbuda","2020/03/01","0"
"436","","Antigua and Barbuda","2020/03/02","0"
"437","","Antigua and Barbuda","2020/03/03","0"
"438","","Antigua and Barbuda","2020/03/04","0"
"439","","Antigua and Barbuda","2020/03/05","0"
"440","","Antigua and Barbuda","2020/03/06","0"
"441","","Antigua and Barbuda","2020/03/07","0"
"442","","Antigua and Barbuda","2020/03/08","0"
"443","","Antigua and Barbuda","2020/03/09","0"
"444","","Antigua and Barbuda","2020/04/01","7"
"445","","Antigua and Barbuda","2020/04/02","9"
"446","","Antigua and Barbuda","2020/04/03","15"
"447","","Antigua and Barbuda","2020/04/04","15"
"448","","Antigua and Barbuda","2020/04/05","15"
"449","","Antigua and Barbuda","2020/04/06","15"
"450","","Antigua and Barbuda","2020/04/07","19"
"451","","Antigua and Barbuda","2020/04/08","19"
"452","","Antigua and Barbuda","2020/04/09","19"
"453","","Antigua and Barbuda","2020/01/22","0"
"454","","Antigua and Barbuda","2020/01/23","0"
"455","","Antigua and Barbuda","2020/01/24","0"
"456","","Antigua and Barbuda","2020/01/25","0"
"457","","Antigua and Barbuda","2020/01/26","0"
"458","","Antigua and Barbuda","2020/01/27","0"
"459","","Antigua and Barbuda","2020/01/28","0"
"460","","Antigua and Barbuda","2020/01/29","0"
"461","","Antigua and Barbuda","2020/01/30","0"
"462","","Antigua and Barbuda","2020/01/31","0"
"463","","Antigua and Barbuda","2020/02/10","0"
"464","","Antigua and Barbuda","2020/02/11","0"
"465","","Antigua and Barbuda","2020/02/12","0"
"466","","Antigua and Barbuda","2020/02/13","0"
"467","","Antigua and Barbuda","2020/02/14","0"
"468","","Antigua and Barbuda","2020/02/15","0"
"469","","Antigua and Barbuda","2020/02/16","0"
"470","","Antigua and Barbuda","2020/02/17","0"
"471","","Antigua and Barbuda","2020/02/18","0"
"472","","Antigua and Barbuda","2020/02/19","0"
"473","","Antigua and Barbuda","2020/02/20","0"
"474","","Antigua and Barbuda","2020/02/21","0"
"475","","Antigua and Barbuda","2020/02/22","0"
"476","","Antigua and Barbuda","2020/02/23","0"
"477","","Antigua and Barbuda","2020/02/24","0"
"478","","Antigua and Barbuda","2020/02/25","0"
"479","","Antigua and Barbuda","2020/02/26","0"
"480","","Antigua and Barbuda","2020/02/27","0"
"481","","Antigua and Barbuda","2020/02/28","0"
"482","","Antigua and Barbuda","2020/02/29","0"
"483","","Antigua and Barbuda","2020/03/10","0"
"484","","Antigua and Barbuda","2020/03/11","0"
"485","","Antigua and Barbuda","2020/03/12","0"
"486","","Antigua and Barbuda","2020/03/13","1"
"487","","Antigua and Barbuda","2020/03/14","1"
"488","","Antigua and Barbuda","2020/03/15","1"
"489","","Antigua and Barbuda","2020/03/16","1"
"490","","Antigua and Barbuda","2020/03/17","1"
"491","","Antigua and Barbuda","2020/03/18","1"
"492","","Antigua and Barbuda","2020/03/19","1"
"493","","Antigua and Barbuda","2020/03/20","1"
"494","","Antigua and Barbuda","2020/03/21","1"
"495","","Antigua and Barbuda","2020/03/22","1"
"496","","Antigua and Barbuda","2020/03/23","3"
"497","","Antigua and Barbuda","2020/03/24","3"
"498","","Antigua and Barbuda","2020/03/25","3"
"499","","Antigua and Barbuda","2020/03/26","7"
"500","","Antigua and Barbuda","2020/03/27","7"
"501","","Antigua and Barbuda","2020/03/28","7"
"502","","Antigua and Barbuda","2020/03/29","7"
"503","","Antigua and Barbuda","2020/03/30","7"
"504","","Antigua and Barbuda","2020/03/31","7"
"505","","Antigua and Barbuda","2020/04/10","19"
"506","","Antigua and Barbuda","2020/04/11","21"
"507","","Antigua and Barbuda","2020/04/12","21"
"508","","Antigua and Barbuda","2020/04/13","23"
"509","","Antigua and Barbuda","2020/04/14","23"
"510","","Antigua and Barbuda","2020/04/15","23"
"511","","Argentina","2020/02/01","0"
"512","","Argentina","2020/02/02","0"
"513","","Argentina","2020/02/03","0"
"514","","Argentina","2020/02/04","0"
"515","","Argentina","2020/02/05","0"
"516","","Argentina","2020/02/06","0"
"517","","Argentina","2020/02/07","0"
"518","","Argentina","2020/02/08","0"
"519","","Argentina","2020/02/09","0"
"520","","Argentina","2020/03/01","0"
"521","","Argentina","2020/03/02","0"
"522","","Argentina","2020/03/03","1"
"523","","Argentina","2020/03/04","1"
"524","","Argentina","2020/03/05","1"
"525","","Argentina","2020/03/06","2"
"526","","Argentina","2020/03/07","8"
"527","","Argentina","2020/03/08","12"
"528","","Argentina","2020/03/09","12"
"529","","Argentina","2020/04/01","1054"
"530","","Argentina","2020/04/02","1133"
"531","","Argentina","2020/04/03","1265"
"532","","Argentina","2020/04/04","1451"
"533","","Argentina","2020/04/05","1451"
"534","","Argentina","2020/04/06","1554"
"535","","Argentina","2020/04/07","1628"
"536","","Argentina","2020/04/08","1715"
"537","","Argentina","2020/04/09","1795"
"538","","Argentina","2020/01/22","0"
"539","","Argentina","2020/01/23","0"
"540","","Argentina","2020/01/24","0"
"541","","Argentina","2020/01/25","0"
"542","","Argentina","2020/01/26","0"
"543","","Argentina","2020/01/27","0"
"544","","Argentina","2020/01/28","0"
"545","","Argentina","2020/01/29","0"
"546","","Argentina","2020/01/30","0"
"547","","Argentina","2020/01/31","0"
"548","","Argentina","2020/02/10","0"
"549","","Argentina","2020/02/11","0"
"550","","Argentina","2020/02/12","0"
"551","","Argentina","2020/02/13","0"
"552","","Argentina","2020/02/14","0"
"553","","Argentina","2020/02/15","0"
"554","","Argentina","2020/02/16","0"
"555","","Argentina","2020/02/17","0"
"556","","Argentina","2020/02/18","0"
"557","","Argentina","2020/02/19","0"
"558","","Argentina","2020/02/20","0"
"559","","Argentina","2020/02/21","0"
"560","","Argentina","2020/02/22","0"
"561","","Argentina","2020/02/23","0"
"562","","Argentina","2020/02/24","0"
"563","","Argentina","2020/02/25","0"
"564","","Argentina","2020/02/26","0"
"565","","Argentina","2020/02/27","0"
"566","","Argentina","2020/02/28","0"
"567","","Argentina","2020/02/29","0"
"568","","Argentina","2020/03/10","17"
"569","","Argentina","2020/03/11","19"
"570","","Argentina","2020/03/12","19"
"571","","Argentina","2020/03/13","31"
"572","","Argentina","2020/03/14","34"
"573","","Argentina","2020/03/15","45"
"574","","Argentina","2020/03/16","56"
"575","","Argentina","2020/03/17","68"
"576","","Argentina","2020/03/18","79"
"577","","Argentina","2020/03/19","97"
"578","","Argentina","2020/03/20","128"
"579","","Argentina","2020/03/21","158"
"580","","Argentina","2020/03/22","266"
"581","","Argentina","2020/03/23","301"
"582","","Argentina","2020/03/24","387"
"583","","Argentina","2020/03/25","387"
"584","","Argentina","2020/03/26","502"
"585","","Argentina","2020/03/27","589"
"586","","Argentina","2020/03/28","690"
"587","","Argentina","2020/03/29","745"
"588","","Argentina","2020/03/30","820"
"589","","Argentina","2020/03/31","1054"
"590","","Argentina","2020/04/10","1975"
"591","","Argentina","2020/04/11","1975"
"592","","Argentina","2020/04/12","2142"
"593","","Argentina","2020/04/13","2208"
"594","","Argentina","2020/04/14","2277"
"595","","Argentina","2020/04/15","2443"
"596","","Armenia","2020/02/01","0"
"597","","Armenia","2020/02/02","0"
"598","","Armenia","2020/02/03","0"
"599","","Armenia","2020/02/04","0"
"600","","Armenia","2020/02/05","0"
"601","","Armenia","2020/02/06","0"
"602","","Armenia","2020/02/07","0"
"603","","Armenia","2020/02/08","0"
"604","","Armenia","2020/02/09","0"
"605","","Armenia","2020/03/01","1"
"606","","Armenia","2020/03/02","1"
"607","","Armenia","2020/03/03","1"
"608","","Armenia","2020/03/04","1"
"609","","Armenia","2020/03/05","1"
"610","","Armenia","2020/03/06","1"
"611","","Armenia","2020/03/07","1"
"612","","Armenia","2020/03/08","1"
"613","","Armenia","2020/03/09","1"
"614","","Armenia","2020/04/01","571"
"615","","Armenia","2020/04/02","663"
"616","","Armenia","2020/04/03","736"
"617","","Armenia","2020/04/04","770"
"618","","Armenia","2020/04/05","822"
"619","","Armenia","2020/04/06","833"
"620","","Armenia","2020/04/07","853"
"621","","Armenia","2020/04/08","881"
"622","","Armenia","2020/04/09","921"
"623","","Armenia","2020/01/22","0"
"624","","Armenia","2020/01/23","0"
"625","","Armenia","2020/01/24","0"
"626","","Armenia","2020/01/25","0"
"627","","Armenia","2020/01/26","0"
"628","","Armenia","2020/01/27","0"
"629","","Armenia","2020/01/28","0"
"630","","Armenia","2020/01/29","0"
"631","","Armenia","2020/01/30","0"
"632","","Armenia","2020/01/31","0"
"633","","Armenia","2020/02/10","0"
"634","","Armenia","2020/02/11","0"
"635","","Armenia","2020/02/12","0"
"636","","Armenia","2020/02/13","0"
"637","","Armenia","2020/02/14","0"
"638","","Armenia","2020/02/15","0"
"639","","Armenia","2020/02/16","0"
"640","","Armenia","2020/02/17","0"
"641","","Armenia","2020/02/18","0"
"642","","Armenia","2020/02/19","0"
"643","","Armenia","2020/02/20","0"
"644","","Armenia","2020/02/21","0"
"645","","Armenia","2020/02/22","0"
"646","","Armenia","2020/02/23","0"
"647","","Armenia","2020/02/24","0"
"648","","Armenia","2020/02/25","0"
"649","","Armenia","2020/02/26","0"
"650","","Armenia","2020/02/27","0"
"651","","Armenia","2020/02/28","0"
"652","","Armenia","2020/02/29","0"
"653","","Armenia","2020/03/10","1"
"654","","Armenia","2020/03/11","1"
"655","","Armenia","2020/03/12","4"
"656","","Armenia","2020/03/13","8"
"657","","Armenia","2020/03/14","18"
"658","","Armenia","2020/03/15","26"
"659","","Armenia","2020/03/16","52"
"660","","Armenia","2020/03/17","78"
"661","","Armenia","2020/03/18","84"
"662","","Armenia","2020/03/19","115"
"663","","Armenia","2020/03/20","136"
"664","","Armenia","2020/03/21","160"
"665","","Armenia","2020/03/22","194"
"666","","Armenia","2020/03/23","235"
"667","","Armenia","2020/03/24","249"
"668","","Armenia","2020/03/25","265"
"669","","Armenia","2020/03/26","290"
"670","","Armenia","2020/03/27","329"
"671","","Armenia","2020/03/28","407"
"672","","Armenia","2020/03/29","424"
"673","","Armenia","2020/03/30","482"
"674","","Armenia","2020/03/31","532"
"675","","Armenia","2020/04/10","937"
"676","","Armenia","2020/04/11","967"
"677","","Armenia","2020/04/12","1013"
"678","","Armenia","2020/04/13","1039"
"679","","Armenia","2020/04/14","1067"
"680","","Armenia","2020/04/15","1111"
"681","Australian Capital Territory","Australia","2020/02/01","0"
"682","Australian Capital Territory","Australia","2020/02/02","0"
"683","Australian Capital Territory","Australia","2020/02/03","0"
"684","Australian Capital Territory","Australia","2020/02/04","0"
"685","Australian Capital Territory","Australia","2020/02/05","0"
"686","Australian Capital Territory","Australia","2020/02/06","0"
"687","Australian Capital Territory","Australia","2020/02/07","0"
"688","Australian Capital Territory","Australia","2020/02/08","0"
"689","Australian Capital Territory","Australia","2020/02/09","0"
"690","Australian Capital Territory","Australia","2020/03/01","0"
"691","Australian Capital Territory","Australia","2020/03/02","0"
"692","Australian Capital Territory","Australia","2020/03/03","0"
"693","Australian Capital Territory","Australia","2020/03/04","0"
"694","Australian Capital Territory","Australia","2020/03/05","0"
"695","Australian Capital Territory","Australia","2020/03/06","0"
"696","Australian Capital Territory","Australia","2020/03/07","0"
"697","Australian Capital Territory","Australia","2020/03/08","0"
"698","Australian Capital Territory","Australia","2020/03/09","0"
"699","Australian Capital Territory","Australia","2020/04/01","84"
